Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Target
4,1,6,4,0.7644303797468354
3,1,6,7,0.72875
7,1,4,2,0.83875
9,1,6,9,0.9152830188679245
5,0,6,5,0.7842857142857143
6,1,7,9,0.7677551020408163
2,1,6,1,0.78375
3,0,7,8,0.6944776119402984
3,1,5,1,0.5977358490566038
9,0,7,4,0.9371999999999999
7,0,5,2,0.887142857142857
8,1,7,9,0.954
9,1,8,8,1.0
6,0,9,8,0.8085
4,0,5,6,0.7092537313432835
1,1,5,9,0.61875
8,0,6,4,0.8800000000000001
7,1,5,8,0.878625
2,1,7,6,0.6233333333333334
8,1,8,1,0.9065060240963856
5,1,8,9,0.6835714285714285
7,0,6,0,0.8571951219512195
4,0,7,9,0.7943023255813952
5,1,7,9,0.7759459459459459
8,1,4,3,0.8032075471698114
1,0,5,9,0.4104878048780488
1,0,6,7,0.5969117647058824
4,0,8,5,0.6216279069767442
3,0,9,1,0.6853846153846154
2,0,4,4,0.7150000000000001
3,1,7,8,0.601764705882353
1,1,5,5,0.3380487804878049
1,1,8,5,0.5833928571428572
6,1,4,6,0.8027027027027026
5,0,7,4,0.6869387755102041
8,0,8,2,0.933103448275862
2,1,8,2,0.6491803278688525
4,1,7,4,0.8167500000000001
8,0,7,3,0.9175609756097561
6,1,6,4,0.759
1,1,8,8,0.5683333333333334
4,0,7,4,0.7625675675675675
1,0,9,3,0.7396551724137931
2,0,9,3,0.627
5,1,4,0,0.759
8,0,5,9,0.8745
8,0,9,3,0.97
3,1,6,3,0.7514457831325302
4,0,7,8,0.7669014084507043
6,1,5,3,0.8320212765957448
3,1,6,6,0.5850000000000001
2,1,8,0,0.6980769230769232
6,1,5,6,0.7631249999999999
5,0,9,1,0.8393478260869566
5,1,6,7,0.781578947368421
5,0,7,0,0.7425
5,0,7,9,0.7161702127659575
3,0,6,2,0.7872289156626506
7,0,8,7,0.8594505494505494
6,0,9,9,0.8543835616438357
4,1,6,7,0.6465306122448979
2,0,4,4,0.7040000000000001
9,1,6,4,0.96525
1,1,6,7,0.7115624999999999
4,1,9,9,0.7228571428571429
1,0,7,4,0.6767088607594937
6,0,8,8,0.8014285714285715
4,0,6,0,0.8128421052631579
5,0,5,4,0.7529577464788734
5,1,7,2,0.8336842105263159
9,0,7,2,0.92125
1,0,6,1,0.6171428571428571
2,1,9,2,0.7275903614457832
6,1,5,6,0.8559374999999999
5,1,6,7,0.8545263157894737
7,1,5,7,0.8580000000000001
3,1,7,7,0.7879591836734694
3,1,5,0,0.7875
2,1,6,6,0.650958904109589
3,0,4,1,0.5148
1,0,4,9,0.6505714285714286
5,1,5,3,0.7294736842105263
5,1,9,4,0.734516129032258
7,0,6,0,0.91
4,1,8,3,0.7627868852459017
3,1,4,3,0.7364634146341463
1,1,7,8,0.5384210526315789
8,1,6,8,0.8897468354430379
3,1,6,9,0.7597674418604651
2,0,4,0,0.6435000000000001
4,1,8,7,0.8173255813953487
3,1,7,3,0.7615384615384615
1,1,8,3,0.536949152542373
3,0,7,4,0.6282692307692307
2,0,4,1,0.66
8,1,6,0,0.792
6,1,7,4,0.8268131868131868
9,1,6,6,0.9209302325581395
8,1,5,9,0.9428571428571428
3,0,5,8,0.7128000000000001
5,0,4,1,0.7787999999999999
7,1,4,7,0.8721428571428571
5,1,9,6,0.7002439024390243
8,0,4,1,0.9013432835820895
5,0,5,4,0.7615384615384615
1,1,7,6,0.5748387096774193
5,1,8,2,0.7516666666666667
4,1,4,1,0.7919999999999999
6,0,8,5,0.8400000000000001
3,0,8,9,0.506
5,0,5,5,0.8428378378378378
2,0,9,3,0.6853846153846155
6,1,7,0,0.8228571428571428
6,0,5,4,0.8562162162162162
5,0,4,0,0.7656
6,0,5,7,0.7677551020408163
7,1,5,1,0.8608695652173912
5,0,5,8,0.850108695652174
1,0,4,8,0.705375
8,0,4,2,0.887142857142857
4,1,5,5,0.7425
9,0,5,8,0.9356043956043956
6,1,8,6,0.9091836734693878
1,1,7,3,0.688170731707317
3,0,8,2,0.7742307692307693
3,1,9,1,0.7897752808988764
4,0,7,9,0.6906976744186046
6,1,9,9,0.7650000000000001
7,1,7,0,0.7827906976744187
4,0,5,9,0.7656
6,0,8,0,0.858673469387755
1,1,7,3,0.6482142857142857
8,1,9,3,0.9179999999999999
7,1,7,8,0.81984375
9,1,4,9,0.9526415094339623
3,0,7,0,0.6137999999999999
2,1,5,3,0.6405882352941177
1,1,6,2,0.650958904109589
3,0,4,8,0.6654098360655738
5,1,6,4,0.7471698113207548
2,0,5,8,0.7503157894736842
3,0,6,9,0.6442857142857142
4,0,7,5,0.7879591836734694
7,1,6,8,0.8884615384615384
3,0,8,0,0.6244615384615384
9,0,5,3,0.9417073170731708
8,0,8,3,0.9239999999999999
4,1,6,9,0.7742307692307693
1,1,8,9,0.594
1,1,4,5,0.7246391752577319
1,1,6,9,0.6557142857142857
1,0,9,0,0.7273469387755102
8,0,8,9,0.962112676056338
3,0,7,4,0.462
6,1,6,2,0.8272602739726027
3,0,9,0,0.792
5,1,4,5,0.6319148936170212
7,1,7,2,0.8465217391304347
2,1,6,3,0.675
6,0,7,8,0.8393478260869566
6,0,6,1,0.795
3,1,6,0,0.6651562499999999
6,0,5,9,0.8857894736842106
5,1,8,5,0.8152941176470588
2,0,6,0,0.6930000000000001
9,1,4,0,0.9533333333333335
8,1,9,6,1.00546875
3,1,8,1,0.6329508196721312
8,0,5,3,0.8336842105263157
9,0,8,3,0.9123529411764706
3,0,8,1,0.6546774193548386
3,0,6,5,0.792
2,0,4,9,0.7189285714285714
8,1,6,1,0.9392307692307693
1,0,4,7,0.5878125
8,1,4,3,0.8485714285714285
7,0,7,0,0.8608695652173912
7,0,6,6,0.7071428571428571
3,0,5,5,0.7052054794520548
1,1,9,5,0.7104705882352941
4,0,8,2,0.6092307692307691
9,1,7,9,1.011290322580645
5,0,5,6,0.7716176470588236
1,1,9,5,0.6942857142857143
5,1,9,9,0.86625
8,1,6,9,0.9192857142857143
8,1,4,8,0.86625
5,0,6,2,0.6282692307692307
9,0,9,2,0.9769736842105263
1,1,6,3,0.4856603773584906
4,0,7,2,0.7555263157894737
3,1,5,3,0.5981249999999999
2,0,9,5,0.6108510638297872
8,0,7,0,0.8884615384615384
7,0,5,1,0.839620253164557
9,1,7,9,0.99
2,0,8,5,0.495
4,1,4,5,0.7793617021276595
6,0,4,0,0.8545263157894737
3,1,4,5,0.7482558139534884
8,0,8,8,0.939873417721519
3,1,9,7,0.7562500000000001
2,1,9,9,0.7529577464788734
3,1,8,4,0.5595652173913044
6,0,4,3,0.8193103448275861
2,1,4,5,0.6645205479452055
8,0,5,4,0.9152830188679245
1,1,5,5,0.7119101123595506
7,1,6,9,0.9324418604651163
2,1,7,2,0.7454117647058824
6,0,5,6,0.8545263157894737
2,0,5,7,0.7631249999999999
2,0,5,4,0.5462068965517242
8,0,5,4,0.913
2,0,8,3,0.7238709677419355
7,0,6,9,0.9091836734693878
3,0,5,4,0.6701538461538461
8,1,9,9,0.9016071428571429
7,1,7,7,0.9154838709677419
8,0,5,4,0.9161194029850745
7,0,8,8,0.8193103448275861
6,0,9,0,0.8400000000000001
7,0,4,6,0.8989655172413794
5,0,4,4,0.805054945054945
7,1,6,3,0.845625
1,0,4,2,0.5462068965517242
1,0,5,9,0.6325000000000001
9,0,8,6,0.9680000000000001
5,1,6,1,0.7532608695652173
5,1,9,4,0.815294117647059
3,1,5,1,0.7793617021276595
5,1,4,6,0.8089024390243903
3,0,7,5,0.5175000000000001
9,1,5,9,0.961304347826087
9,1,7,6,0.9675
6,1,9,8,0.8451219512195122
1,1,7,1,0.7086315789473685
7,1,9,8,0.9287628865979382
7,0,6,6,0.8846808510638298
4,1,8,1,0.7577777777777778
8,1,4,9,0.8541176470588235
6,1,4,1,0.8188888888888889
4,0,5,3,0.6663461538461537
4,0,4,1,0.7006153846153846
2,0,6,0,0.5384210526315789
2,0,4,5,0.721111111111111
4,0,5,9,0.781
5,0,4,4,0.805054945054945
8,0,8,2,0.9000000000000001
6,0,9,0,0.8222033898305086
4,1,7,8,0.702
7,1,7,7,0.8727631578947369
8,0,9,5,0.8957142857142857
2,1,7,5,0.705
7,0,8,3,0.7516666666666667
2,1,6,1,0.7654639175257733
2,1,5,3,0.7187671232876713
8,0,8,1,0.9546428571428571
2,1,5,6,0.6004918032786886
9,0,6,8,0.9649367088607594
1,0,8,1,0.5748387096774193
9,1,4,8,0.9596938775510203
1,0,6,8,0.7312500000000001
2,1,7,7,0.41441860465116276
6,1,8,0,0.8800000000000001
6,0,6,4,0.8622580645161291
1,0,6,9,0.7528125
7,0,8,3,0.91575
8,0,7,6,0.9101612903225805
2,0,9,7,0.7367441860465116
8,1,7,9,0.97
9,0,6,7,0.86625
6,1,5,1,0.7542857142857142
5,0,9,2,0.759
9,1,9,9,0.9776250000000001
9,1,6,9,0.9667058823529412
1,1,8,6,0.7372340425531915
3,1,8,3,0.7855434782608696
9,1,8,5,1.008
2,0,7,7,0.7398947368421053
4,1,4,7,0.8004255319148936
4,0,8,6,0.75796875
2,1,8,1,0.6549230769230769
3,0,9,1,0.7537500000000001
3,1,5,2,0.7424999999999999
1,1,5,3,0.37124999999999997
6,0,6,0,0.7883333333333333
8,0,6,4,0.9138461538461539
3,1,6,6,0.78375
5,1,8,9,0.61875
1,0,5,4,0.3375
7,1,6,6,0.9170526315789475
1,1,5,4,0.495
9,0,8,9,0.9661445783132532
8,1,9,7,0.8800000000000001
7,1,8,6,0.8865671641791044
7,0,6,0,0.8603571428571428
5,1,8,0,0.792
5,0,8,4,0.783134328358209
5,0,5,1,0.8145569620253165
1,1,4,8,0.55
8,1,7,1,0.8580000000000001
1,0,6,8,0.645
4,0,4,9,0.7585714285714286
9,1,9,1,0.8748837209302325
9,0,6,3,0.8712
5,1,4,2,0.726
4,0,8,5,0.7604347826086957
3,0,6,3,0.6426315789473683
3,0,4,8,0.6956756756756757
5,1,7,8,0.7071428571428571
1,0,8,9,0.42705882352941177
5,0,6,8,0.765
6,0,9,2,0.8823913043478261
7,0,9,2,0.9039130434782608
9,1,6,3,0.957
3,0,4,8,0.7457142857142857
2,1,6,5,0.627
3,0,8,8,0.8
9,0,5,7,0.8999999999999999
7,1,9,6,0.9022784810126582
9,1,4,4,0.88
2,0,7,8,0.6252631578947367
5,0,6,3,0.7941758241758241
4,0,8,3,0.7425
2,1,6,7,0.7168965517241379
9,0,7,3,0.9514285714285714
9,1,8,6,0.98
6,0,7,3,0.7425
6,1,8,0,0.7955357142857143
8,1,5,9,0.91575
6,1,9,8,0.8910000000000001
1,0,8,3,0.5210526315789473
4,0,7,2,0.7940625
7,1,4,2,0.9057446808510639
2,1,9,8,0.7555263157894737
9,1,5,7,0.99
8,0,6,9,0.887142857142857
8,0,5,6,0.9123529411764706
7,0,5,6,0.8315999999999999
4,1,6,3,0.8306896551724138
2,0,8,2,0.7724175824175824
3,0,5,3,0.7650000000000001
6,0,9,5,0.7886440677966102
5,1,5,3,0.639375
8,0,4,3,0.76725
6,0,9,1,0.8777319587628866
6,0,4,6,0.6364285714285715
1,0,9,5,0.528
4,0,7,1,0.6546774193548386
5,1,6,4,0.680625
3,1,9,5,0.7983870967741935
9,1,9,4,0.9729310344827585
1,1,8,3,0.6953571428571428
6,0,8,8,0.9162765957446808
6,0,7,2,0.8385882352941176
5,1,8,1,0.8485714285714285
5,1,8,8,0.7851724137931035
5,1,4,7,0.7504838709677418
6,0,8,8,0.87
8,0,8,9,0.9450000000000001
2,0,7,2,0.7107692307692308
6,1,7,0,0.8184
1,1,5,0,0.4464705882352942
4,1,8,2,0.7688297872340425
3,0,8,3,0.6900000000000001
9,0,9,1,0.931764705882353
3,1,8,7,0.8001369863013699
6,1,4,2,0.825
1,0,9,3,0.605820895522388
6,0,8,5,0.8627142857142857
4,1,4,9,0.7111267605633803
8,1,5,5,0.9121348314606741
9,0,9,1,0.9228813559322036
4,1,6,5,0.8020253164556962
6,1,8,3,0.816081081081081
1,0,9,4,0.6222857142857143
4,1,7,6,0.8267010309278351
7,0,9,6,0.9051428571428571
1,1,7,5,0.6814285714285715
8,0,8,9,0.8926229508196722
6,1,4,5,0.8485714285714285
5,1,7,5,0.8043750000000001
9,1,9,3,0.9075
2,0,9,2,0.7615384615384615
5,1,7,0,0.70125
6,1,5,2,0.7516666666666667
7,0,5,2,0.8186538461538461
5,1,5,8,0.779016393442623
9,0,7,2,0.828
1,0,7,7,0.6553521126760563
7,0,9,7,0.8934146341463415
7,1,8,2,0.852923076923077
4,0,8,9,0.7471698113207548
9,1,4,9,0.9697959183673469
5,0,7,5,0.8099999999999999
4,1,8,7,0.7865753424657534
7,0,8,7,0.7582978723404254
4,0,5,9,0.8052
3,1,5,9,0.6435
9,0,5,8,0.9378947368421053
8,1,6,8,0.9201176470588236
1,0,8,7,0.7002439024390243
7,1,5,6,0.9274736842105263
9,0,5,9,0.9456716417910448
8,0,7,2,0.9084705882352941
8,1,9,6,0.9422891566265061
6,0,5,3,0.8193103448275861
4,1,7,1,0.5720000000000001
8,1,4,7,0.872542372881356
3,0,5,1,0.693
9,0,9,0,0.9075
2,0,7,4,0.7037349397590361
2,1,9,9,0.602608695652174
7,1,5,8,0.8214893617021277
4,0,4,4,0.639375
8,1,5,1,0.796829268292683
9,0,7,9,1.0076785714285714
7,0,4,3,0.9029670329670328
5,0,4,7,0.8132142857142857
8,1,4,6,0.9248684210526316
4,1,6,4,0.7577777777777778
2,0,7,3,0.6918072289156626
6,1,6,4,0.8132142857142858
9,0,9,6,1.0007608695652175
1,0,4,4,0.6171428571428571
7,1,6,7,0.9097297297297298
9,0,5,6,0.97
9,0,6,6,0.9439534883720929
3,0,8,8,0.7234615384615384
5,0,9,7,0.7891304347826087
8,0,4,7,0.8140000000000001
8,1,4,5,0.805813953488372
4,1,9,6,0.792
1,0,9,7,0.664342105263158
1,1,7,4,0.6689189189189189
4,0,5,9,0.8369072164948453
6,0,9,1,0.86625
8,0,9,6,0.94875
6,0,7,9,0.7480000000000001
9,1,9,2,1.0471153846153847
9,1,6,9,0.9596938775510203
2,0,8,7,0.6491803278688525
1,1,8,5,0.6205970149253731
2,0,8,3,0.6456521739130434
5,1,9,1,0.8703296703296703
4,0,8,6,0.7919999999999999
4,0,5,0,0.5070731707317073
9,0,6,6,0.9695876288659794
8,1,8,9,0.9504
6,1,4,9,0.7372340425531915
1,0,9,6,0.6835714285714285
2,1,6,9,0.721111111111111
6,1,5,2,0.8565168539325843
2,1,8,3,0.474375
5,1,5,3,0.6435000000000001
5,1,9,3,0.7424999999999999
6,1,8,8,0.8787640449438202
6,1,4,5,0.7150000000000001
6,1,6,9,0.8505633802816902
2,1,4,8,0.6373972602739726
3,1,8,3,0.760609756097561
6,1,7,6,0.8627142857142857
8,1,6,9,0.9526415094339623
1,1,5,8,0.7238709677419355
1,0,8,9,0.7597674418604651
2,0,4,2,0.5416981132075471
6,1,9,2,0.8875862068965518
9,1,7,5,0.99
4,1,9,7,0.815294117647059
3,0,8,0,0.7827906976744187
8,0,5,3,0.853448275862069
9,1,4,7,0.93
5,1,6,5,0.639375
9,1,7,1,0.950921052631579
2,1,8,7,0.7424999999999999
3,1,8,0,0.724390243902439
7,0,8,0,0.8274626865671643
7,1,8,6,0.9573626373626374
6,0,4,9,0.86625
6,1,6,2,0.7542857142857142
2,1,5,7,0.605820895522388
6,0,7,8,0.858
4,0,8,7,0.805054945054945
3,1,9,0,0.6599999999999999
2,0,8,0,0.61875
1,1,6,5,0.6555405405405405
5,0,6,0,0.6906976744186046
2,0,4,7,0.5416981132075471
2,1,4,5,0.7234615384615384
7,1,9,4,0.8833846153846153
8,0,9,5,0.8425531914893617
8,1,4,3,0.9428571428571428
4,0,7,0,0.7379999999999999
1,0,9,6,0.5705084745762713
7,1,4,9,0.8433333333333334
1,0,8,8,0.5165217391304348
4,1,4,3,0.8062886597938145
8,1,7,3,0.9192857142857144
2,0,4,8,0.5842622950819673
6,1,4,3,0.8439344262295083
6,0,8,9,0.8941935483870966
9,0,9,3,0.9705882352941176
5,1,8,7,0.8163157894736841
4,1,8,3,0.8441052631578948
5,0,4,8,0.8152941176470588
5,1,8,7,0.8863953488372093
8,0,6,4,0.8983333333333334
8,0,5,8,0.9118421052631579
2,0,5,7,0.504
7,0,8,9,0.81
8,0,9,3,0.8209756097560976
6,1,7,3,0.8703296703296703
5,0,8,0,0.7535820895522388
9,0,9,3,0.9796874999999999
3,0,8,7,0.7424999999999999
4,0,4,4,0.8303225806451613
9,0,9,5,0.9750000000000001
6,0,7,3,0.806142857142857
8,1,8,4,0.928125
7,1,6,9,0.9107999999999999
2,0,9,7,0.7137209302325581
3,0,5,8,0.760609756097561
1,0,9,2,0.27225
9,1,6,9,1.012247191011236
7,0,6,3,0.8444117647058823
1,0,6,0,0.37124999999999997
3,0,7,4,0.505531914893617
4,0,7,3,0.8250000000000001
4,0,9,5,0.6479999999999999
5,0,7,5,0.8471134020618556
3,1,5,9,0.7240298507462686
3,0,4,5,0.6654098360655738
1,0,9,2,0.5731578947368421
7,0,8,6,0.8439344262295083
1,0,8,2,0.6435000000000001
2,0,9,5,0.601764705882353
4,0,4,9,0.6486206896551724
4,0,8,0,0.69609375
5,0,9,7,0.8787640449438202
2,0,9,6,0.7879591836734694
4,1,6,8,0.54
1,1,5,2,0.7273469387755102
2,1,8,7,0.7052054794520548
1,0,5,1,0.6346153846153847
4,1,9,8,0.8384693877551019
4,1,4,0,0.6465306122448979
7,1,9,9,0.9669767441860464
9,1,8,6,0.9796874999999999
9,0,5,9,0.9254347826086956
5,1,6,0,0.82
1,1,6,5,0.7034210526315791
1,0,9,0,0.6791860465116278
6,1,4,3,0.8485714285714285
2,0,7,6,0.79
8,1,8,1,0.9464835164835165
9,1,9,2,0.9716666666666668
4,1,6,3,0.7944444444444444
5,0,6,5,0.7542857142857142
8,1,4,8,0.929076923076923
3,1,6,3,0.6244615384615384
5,0,8,5,0.8735294117647059
3,1,4,6,0.6701538461538461
3,1,5,3,0.8062886597938145
3,1,4,5,0.5859183673469387
7,1,8,2,0.7778571428571429
7,1,8,4,0.9146739130434782
7,0,5,9,0.7471698113207548
8,0,9,3,0.8692682926829268
5,0,4,6,0.8193103448275861
5,1,8,5,0.6853846153846153
4,1,8,6,0.765
7,1,5,5,0.78375
4,1,7,1,0.602608695652174
2,1,4,6,0.6713793103448276
4,0,8,7,0.6061224489795918
8,0,6,6,0.9170526315789475
9,0,5,3,0.9261290322580644
3,1,7,3,0.556875
7,0,7,4,0.8277049180327869
9,0,5,8,0.9420967741935483
4,0,7,4,0.49500000000000005
3,0,8,1,0.8079310344827586
5,1,7,4,0.680625
1,1,4,2,0.5700000000000001
3,0,6,9,0.7071428571428572
8,0,8,7,0.9754411764705884
8,0,5,9,0.86625
4,0,6,9,0.7383050847457627
2,0,9,1,0.47347826086956524
8,0,8,3,0.9537804878048781
8,0,6,4,0.9273417721518987
4,0,7,3,0.5595652173913044
3,0,9,4,0.7240298507462686
2,1,5,9,0.5632758620689655
9,0,5,3,0.8893220338983052
1,1,4,2,0.6321686746987952
7,1,7,0,0.8757692307692307
5,0,4,3,0.8145569620253165
8,0,4,8,0.796304347826087
4,1,7,0,0.6160000000000001
7,1,8,6,0.86625
5,0,9,2,0.792
5,1,4,7,0.8384693877551019
9,0,6,5,0.9519230769230769
9,0,9,0,0.9773076923076923
9,1,8,9,0.99
6,0,7,4,0.7952459016393443
6,1,5,7,0.8662500000000001
5,0,8,2,0.7071428571428572
9,0,4,3,0.9444827586206896
8,1,6,6,0.8601639344262296
7,1,9,5,0.895068493150685
7,0,7,6,0.8846808510638298
6,0,5,8,0.8550000000000001
5,1,9,8,0.8839285714285714
4,0,6,1,0.6947368421052631
3,1,5,2,0.7071428571428572
3,1,7,3,0.73
6,1,9,5,0.8941935483870966
4,0,8,4,0.84
6,1,4,5,0.8677777777777776
3,0,7,7,0.5553658536585366
4,1,6,1,0.5795121951219512
9,0,8,5,0.9600000000000001
5,0,9,8,0.709811320754717
7,1,5,4,0.8420689655172414
2,1,8,0,0.7361538461538462
5,1,8,7,0.8393478260869566
9,0,6,3,0.9469565217391305
3,0,4,7,0.792
9,0,8,3,0.9317647058823529
6,1,8,7,0.8226760563380282
4,1,4,8,0.6797014925373135
7,1,4,4,0.8846808510638298
8,1,5,4,0.9013432835820895
6,1,9,1,0.8851764705882353
5,0,5,8,0.75796875
6,1,4,3,0.6906976744186046
5,0,7,2,0.7158461538461538
8,1,4,1,0.9239999999999999
1,1,5,2,0.7675280898876404
7,1,6,3,0.825
2,1,6,8,0.49500000000000005
9,1,9,5,0.9723214285714287
1,0,8,9,0.4089130434782609
6,1,6,4,0.8420689655172414
9,0,5,8,0.9450000000000001
1,0,6,7,0.580344827586207
4,0,7,5,0.7488461538461538
4,0,4,2,0.7803529411764707
9,1,4,6,0.9493150684931506
5,1,5,9,0.816081081081081
5,1,8,5,0.8550000000000001
6,1,4,7,0.7919999999999999
1,1,6,5,0.6265822784810127
1,0,7,9,0.7564044943820225
9,1,8,3,1.0015116279069767
3,1,8,9,0.7615384615384615
4,0,8,6,0.705
1,1,4,6,0.680625
9,1,9,7,0.9385714285714285
8,0,8,1,0.967752808988764
2,1,5,5,0.7341573033707866
8,0,6,2,0.86625
7,0,9,7,0.8986153846153846
6,1,7,3,0.8649473684210526
1,0,6,3,0.4856603773584906
7,1,5,1,0.7658490566037736
7,1,5,5,0.840566037735849
9,1,9,5,0.97453125
1,0,6,0,0.66
2,0,4,7,0.3453488372093023
9,0,5,2,0.9094186046511628
9,0,8,0,0.8983333333333334
6,0,7,9,0.8784507042253522
6,0,7,0,0.7294736842105263
4,0,5,0,0.5977358490566038
4,0,8,4,0.857319587628866
5,0,6,4,0.6435000000000001
3,0,7,0,0.7577777777777778
1,0,8,4,0.5537288135593221
1,1,8,6,0.5657142857142857
7,0,4,4,0.7273469387755102
1,1,5,8,0.7374489795918366
1,1,8,3,0.5814285714285714
3,1,6,8,0.7187671232876713
4,1,7,7,0.7092537313432835
4,0,4,0,0.72
2,1,6,3,0.6767088607594937
1,1,7,6,0.297
3,1,5,0,0.6325000000000001
4,0,6,7,0.5525581395348836
3,1,7,1,0.5595652173913044
8,1,4,7,0.86625
1,0,7,3,0.504
2,0,8,7,0.45000000000000007
7,0,4,0,0.8272602739726027
4,0,6,4,0.8
8,0,9,8,0.99
3,0,5,6,0.7123170731707317
6,0,4,2,0.8231460674157303
9,0,4,3,0.9126562499999998
1,0,4,9,0.70125
1,1,7,6,0.7260000000000001
8,0,8,5,0.8186538461538461
3,1,9,3,0.6914285714285714
5,1,5,2,0.6732
1,0,5,1,0.6745054945054945
5,0,8,9,0.8470000000000001
6,0,7,8,0.7778571428571429
8,0,7,2,0.8988157894736842
3,1,8,6,0.6663461538461537
3,1,8,0,0.75
9,0,6,7,0.8389830508474577
4,1,7,0,0.7425
4,0,4,1,0.721111111111111
7,1,5,0,0.8366197183098592
2,1,7,3,0.526595744680851
8,0,8,1,0.979578947368421
6,0,4,0,0.7716176470588236
3,1,6,0,0.7393670886075948
9,0,9,1,0.9046551724137931
5,1,6,5,0.638
8,0,4,1,0.870722891566265
7,0,4,1,0.87
8,0,8,7,0.9138461538461539
7,0,9,4,0.933103448275862
3,0,8,7,0.7424999999999999
2,0,5,7,0.627
7,0,9,1,0.9178125
3,1,9,6,0.730327868852459
3,0,5,8,0.6966666666666665
2,1,6,7,0.5455102040816326
4,0,4,8,0.6263265306122449
8,1,6,7,0.9356043956043956
1,0,8,3,0.6551470588235294
1,0,7,9,0.5399999999999999
5,1,8,6,0.6930000000000001
5,0,7,8,0.7601785714285715
1,0,4,8,0.6169565217391304
6,0,4,3,0.792
1,0,9,6,0.7317391304347827
5,0,4,5,0.8502352941176471
9,1,5,2,0.9558620689655173
5,0,5,9,0.8393478260869566
6,1,7,5,0.8085
8,1,6,7,0.9192857142857144
1,1,9,1,0.7221176470588235
2,1,6,2,0.7393670886075948
9,1,7,7,0.99
3,1,5,3,0.7640217391304348
6,1,8,3,0.8415
5,1,9,1,0.8521518987341773
2,0,7,9,0.7424999999999999
7,1,6,0,0.8662500000000001
4,0,7,6,0.7339655172413793
1,1,7,3,0.77
4,1,4,5,0.602608695652174
6,0,5,7,0.8308928571428571
7,1,9,6,0.8415
7,0,4,6,0.8336842105263159
7,1,5,5,0.9075
3,0,7,3,0.462
6,0,5,3,0.8072307692307693
8,1,6,8,0.8209756097560976
4,1,9,4,0.8384693877551019
8,1,4,8,0.9342253521126762
2,1,9,8,0.7734375
9,0,7,3,1.0013793103448276
9,0,6,1,0.9261290322580644
8,0,5,1,0.7200000000000001
1,0,5,8,0.6513157894736843
2,0,6,8,0.7071428571428572
6,0,5,2,0.7376470588235294
5,0,4,4,0.7625675675675675
9,1,8,4,0.9182608695652174
5,1,5,1,0.8079310344827586
2,1,7,1,0.41800000000000004
4,1,5,9,0.6966666666666668
9,1,9,0,0.9533333333333335
1,1,7,1,0.486
1,1,5,6,0.536949152542373
7,1,5,0,0.8567307692307692
3,0,7,0,0.7275903614457832
2,1,4,8,0.6966666666666665
9,1,8,1,0.9667058823529412
3,1,8,3,0.6788571428571428
2,0,4,2,0.678082191780822
8,1,5,3,0.8880882352941176
6,0,8,6,0.6835714285714285
6,0,4,9,0.7631249999999999
7,1,4,1,0.7722
7,0,8,1,0.7722
6,1,7,8,0.8353125
4,1,6,5,0.7465573770491803
9,1,7,6,0.9533333333333333
6,0,5,4,0.8471134020618556
4,1,7,4,0.7454117647058824
3,1,9,3,0.53625
4,1,6,7,0.6879661016949152
3,0,6,6,0.7677551020408163
2,0,4,9,0.5774999999999999
5,0,9,1,0.7879591836734694
2,0,5,1,0.6329508196721312
6,1,4,5,0.7861764705882354
3,1,7,0,0.5775
6,0,7,6,0.675
9,1,8,7,1.0150632911392405
1,0,4,9,0.47519999999999996
6,1,9,7,0.792
9,1,4,2,0.9361956521739131
4,0,4,6,0.8066666666666666
2,0,4,0,0.32175000000000004
4,1,6,2,0.7756701030927835
1,0,8,5,0.7238709677419355
3,1,5,8,0.7234615384615384
9,1,5,4,0.98
5,1,5,4,0.8036470588235294
6,1,6,8,0.7650000000000001
3,0,8,8,0.7650000000000001
5,1,9,5,0.7627868852459017
8,1,8,4,0.9138461538461538
6,1,6,9,0.8931521739130435
4,0,9,1,0.55
2,1,4,7,0.6971830985915494
9,0,7,7,0.99
1,0,4,6,0.4356
1,0,5,7,0.44448979591836735
4,0,4,2,0.7137209302325581
7,0,6,2,0.9138461538461539
1,0,5,1,0.6951063829787234
9,0,7,0,0.9628767123287671
4,1,9,2,0.7495714285714286
3,1,9,2,0.6211764705882353
1,0,5,6,0.7150000000000001
4,0,4,9,0.7753012048192772
9,0,8,8,0.8999999999999999
6,1,8,0,0.8485714285714286
6,0,9,7,0.6835714285714285
1,1,8,0,0.31390243902439025
2,1,5,2,0.718021978021978
6,0,8,3,0.7200000000000001
2,1,6,7,0.5148
3,0,9,0,0.7654639175257733
4,0,7,1,0.7115625
5,0,8,4,0.8294594594594594
9,1,6,5,0.923108108108108
4,0,6,4,0.6978688524590164
9,1,5,2,0.9639473684210527
3,0,9,9,0.6978688524590164
8,0,5,6,0.9057446808510639
1,0,7,0,0.47519999999999996
9,0,7,1,0.9342253521126762
9,0,4,8,0.9498648648648648
2,1,7,3,0.6788571428571428
4,0,9,7,0.7542857142857142
8,0,9,8,0.9469565217391305
7,0,5,6,0.8214893617021277
1,1,6,0,0.5872881355932204
5,0,4,4,0.8188888888888889
7,0,7,5,0.8815068493150685
4,0,6,7,0.6216279069767442
1,0,5,9,0.5557894736842105
9,1,8,7,0.9790000000000001
5,0,4,8,0.6906976744186046
2,1,9,8,0.6208474576271187
